         -9.32054449          0.03408081
         -9.31954449          0.03415755
         -9.31854449          0.03423401
         -9.31754449          0.03431022
         -9.31654449          0.03438621
         -9.31554449          0.03446272
         -9.31454449          0.03454053
         -9.31354449          0.03461908
         -9.31254449          0.03469820
         -9.31154449          0.03477783
         -9.31054449          0.03485764
         -9.30954449          0.03493751
         -9.30854449          0.03501764
         -9.30754449          0.03509804
         -9.30654449          0.03517856
         -9.30554449          0.03525918
         -9.30454449          0.03533989
         -9.30354449          0.03542072
         -9.30254449          0.03550181
         -9.30154449          0.03558398
         -9.30054449          0.03566694
         -9.29954449          0.03575034
         -9.29854449          0.03583414
         -9.29754449          0.03591827
         -9.29654449          0.03600264
         -9.29554449          0.03608724
         -9.29454449          0.03617196
         -9.29354449          0.03625678
         -9.29254449          0.03634168
         -9.29154449          0.03642600
         -9.29054449          0.03650448
         -9.28954449          0.03657307
         -9.28854449          0.03663823
         -9.28754449          0.03670697
         -9.28654449          0.03677648
         -9.28554449          0.03684547
         -9.28454449          0.03691401
         -9.28354449          0.03698252
         -9.28254449          0.03705122
         -9.28154449          0.03712117
         -9.28054449          0.03719256
         -9.27954449          0.03726445
         -9.27854449          0.03733662
         -9.27754449          0.03740899
         -9.27654449          0.03748143
         -9.27554449          0.03755398
         -9.27454449          0.03762681
         -9.27354449          0.03769966
         -9.27254449          0.03777240
         -9.27154449          0.03784503
         -9.27054449          0.03791789
         -9.26954449          0.03799140
         -9.26854449          0.03806563
         -9.26754449          0.03814026
         -9.26654449          0.03821502
         -9.26554449          0.03828987
         -9.26454449          0.03836482
         -9.26354449          0.03843992
         -9.26254449          0.03851523
         -9.26154449          0.03859083
         -9.26054449          0.03866680
         -9.25954449          0.03874294
         -9.25854449          0.03881919
         -9.25754449          0.03889554
         -9.25654449          0.03897197
         -9.25554449          0.03904852
         -9.25454449          0.03912549
         -9.25354449          0.03920303
         -9.25254449          0.03928094
         -9.25154449          0.03935914
         -9.25054449          0.03943761
         -9.24954449          0.03951630
         -9.24854449          0.03959050
         -9.24754449          0.03965747
         -9.24654449          0.03972276
         -9.24554449          0.03978803
         -9.24454449          0.03985221
         -9.24354449          0.03991607
         -9.24254449          0.03998066
         -9.24154449          0.04004644
         -9.24054449          0.04011291
         -9.23954449          0.04017930
         -9.23854449          0.04024541
         -9.23754449          0.04031125
         -9.23654449          0.04037680
         -9.23554449          0.04044206
         -9.23454449          0.04050759
         -9.23354449          0.04057418
         -9.23254449          0.04064155
         -9.23154449          0.04070944
         -9.23054449          0.04077776
         -9.22954449          0.04084637
         -9.22854449          0.04091516
         -9.22754449          0.04098411
         -9.22654449          0.04105314
         -9.22554449          0.04112219
         -9.22454449          0.04119122
         -9.22354449          0.04126026
         -9.22254449          0.04132929
         -9.22154449          0.04139841
         -9.22054449          0.04146811
         -9.21954449          0.04153838
         -9.21854449          0.04160898
         -9.21754449          0.04167984
         -9.21654449          0.04175092
         -9.21554449          0.04182214
         -9.21454449          0.04189349
         -9.21354449          0.04196491
         -9.21254449          0.04203636
         -9.21154449          0.04210785
         -9.21054449          0.04217939
         -9.20954449          0.04225103
         -9.20854449          0.04232286
         -9.20754449          0.04239488
         -9.20654449          0.04246706
         -9.20554449          0.04253938
         -9.20454449          0.04261183
         -9.20354449          0.04268335
         -9.20254449          0.04275051
         -9.20154449          0.04281151
         -9.20054449          0.04287146
         -9.19954449          0.04293305
         -9.19854449          0.04299528
         -9.19754449          0.04305715
         -9.19654449          0.04311866
         -9.19554449          0.04317989
         -9.19454449          0.04324106
         -9.19354449          0.04330297
         -9.19254449          0.04336557
         -9.19154449          0.04342847
         -9.19054449          0.04349149
         -9.18954449          0.04355454
         -9.18854449          0.04361755
         -9.18754449          0.04368060
         -9.18654449          0.04374376
         -9.18554449          0.04380692
         -9.18454449          0.04387000
         -9.18354449          0.04393304
         -9.18254449          0.04399633
         -9.18154449          0.04406010
         -9.18054449          0.04412444
         -9.17954449          0.04418921
         -9.17854449          0.04425422
         -9.17754449          0.04431939
         -9.17654449          0.04438472
         -9.17554449          0.04445023
         -9.17454449          0.04451593
         -9.17354449          0.04458179
         -9.17254449          0.04464776
         -9.17154449          0.04471377
         -9.17054449          0.04477980
         -9.16954449          0.04484585
         -9.16854449          0.04491191
         -9.16754449          0.04497804
         -9.16654449          0.04504449
         -9.16554449          0.04511123
         -9.16454449          0.04517822
         -9.16354449          0.04524543
         -9.16254449          0.04531279
         -9.16154449          0.04538028
         -9.16054449          0.04544789
         -9.15954449          0.04551565
         -9.15854449          0.04558353
         -9.15754449          0.04565149
         -9.15654449          0.04571952
         -9.15554449          0.04578762
         -9.15454449          0.04585412
         -9.15354449          0.04591557
         -9.15254449          0.04597425
         -9.15154449          0.04603235
         -9.15054449          0.04608992
         -9.14954449          0.04614697
         -9.14854449          0.04620420
         -9.14754449          0.04626218
         -9.14654449          0.04632097
         -9.14554449          0.04638011
         -9.14454449          0.04643927
         -9.14354449          0.04649834
         -9.14254449          0.04655731
         -9.14154449          0.04661617
         -9.14054449          0.04667512
         -9.13954449          0.04673457
         -9.13854449          0.04679449
         -9.13754449          0.04685476
         -9.13654449          0.04691529
         -9.13554449          0.04697599
         -9.13454449          0.04703678
         -9.13354449          0.04709759
         -9.13254449          0.04715838
         -9.13154449          0.04721913
         -9.13054449          0.04727984
         -9.12954449          0.04734049
         -9.12854449          0.04740109
