#  aims_uuid : 9BAF59A7-5CCE-4CB6-A97F-F69893AB3B24                                
# The energy reference for this output is the chemical potential, mu =      -4.708547 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -8.16645309        0.05127583        0.03912412        0.00946000        0.00267764        0.00000949        0.00000458
       -8.16345309        0.05160655        0.03938168        0.00951280        0.00269786        0.00000958        0.00000462
       -8.16045309        0.05193706        0.03963871        0.00956587        0.00271815        0.00000967        0.00000467
       -8.15745309        0.05226737        0.03989520        0.00961920        0.00273850        0.00000975        0.00000472
       -8.15445309        0.05259747        0.04015115        0.00967280        0.00275891        0.00000984        0.00000477
       -8.15145309        0.05292737        0.04040657        0.00972666        0.00277939        0.00000993        0.00000481
       -8.14845309        0.05325706        0.04066146        0.00978079        0.00279993        0.00001003        0.00000486
       -8.14545309        0.05358655        0.04091581        0.00983518        0.00282053        0.00001012        0.00000491
       -8.14245309        0.05391583        0.04116962        0.00988983        0.00284121        0.00001021        0.00000496
       -8.13945309        0.05424941        0.04142567        0.00994596        0.00286247        0.00001031        0.00000500
       -8.13645309        0.05458469        0.04168235        0.01000286        0.00288402        0.00001041        0.00000505
       -8.13345309        0.05491976        0.04193849        0.01006003        0.00290564        0.00001051        0.00000510
       -8.13045309        0.05525464        0.04219409        0.01011749        0.00292732        0.00001061        0.00000514
       -8.12745309        0.05558933        0.04244915        0.01017522        0.00294906        0.00001071        0.00000519
       -8.12445309        0.05592381        0.04270367        0.01023322        0.00297087        0.00001081        0.00000523
       -8.12145309        0.05625810        0.04295765        0.01029151        0.00299275        0.00001092        0.00000528
       -8.11845309        0.05659219        0.04321109        0.01035007        0.00301469        0.00001102        0.00000532
       -8.11545309        0.05692608        0.04346399        0.01040891        0.00303669        0.00001113        0.00000537
       -8.11245309        0.05080848        0.03823093        0.00962296        0.00293900        0.00001083        0.00000476
       -8.10945309        0.05101249        0.03837557        0.00966173        0.00295947        0.00001093        0.00000479
       -8.10645309        0.05121630        0.03851980        0.00970064        0.00298001        0.00001102        0.00000483
       -8.10345309        0.05141993        0.03866363        0.00973970        0.00300061        0.00001112        0.00000486
       -8.10045309        0.05162336        0.03880707        0.00977891        0.00302128        0.00001121        0.00000490
       -8.09745309        0.05182661        0.03895010        0.00981826        0.00304201        0.00001131        0.00000493
       -8.09445309        0.05202966        0.03909273        0.00985776        0.00306280        0.00001141        0.00000497
       -8.09145309        0.05223253        0.03923495        0.00989740        0.00308366        0.00001150        0.00000500
       -8.08845309        0.05243293        0.03937519        0.00993667        0.00310443        0.00001160        0.00000504
       -8.08545309        0.05263089        0.03951347        0.00997552        0.00312512        0.00001170        0.00000507
       -8.08245309        0.05282860        0.03965133        0.01001449        0.00314587        0.00001180        0.00000511
       -8.07945309        0.05302608        0.03978878        0.01005357        0.00316669        0.00001190        0.00000514
       -8.07645309        0.05322331        0.03992580        0.01009276        0.00318757        0.00001201        0.00000517
       -8.07345309        0.05342031        0.04006241        0.01013206        0.00320852        0.00001211        0.00000521
       -8.07045309        0.05361706        0.04019861        0.01017147        0.00322953        0.00001221        0.00000524
       -8.06745309        0.05381357        0.04033439        0.01021099        0.00325060        0.00001232        0.00000528
       -8.06445309        0.05400984        0.04046975        0.01025062        0.00327174        0.00001242        0.00000531
       -8.06145309        0.05420587        0.04060469        0.01029036        0.00329295        0.00001253        0.00000534
       -8.05845309        0.05440166        0.04073922        0.01033021        0.00331422        0.00001264        0.00000538
       -8.05545309        0.05459721        0.04087333        0.01037017        0.00333555        0.00001275        0.00000541
       -8.05245309        0.05479252        0.04100703        0.01041024        0.00335695        0.00001286        0.00000544
       -8.04945309        0.05504482        0.04119217        0.01045347        0.00338072        0.00001297        0.00000549
       -8.04645309        0.05540172        0.04147180        0.01050249        0.00340877        0.00001308        0.00000557
       -8.04345309        0.05575831        0.04175080        0.01055179        0.00343687        0.00001320        0.00000565
       -8.04045309        0.05611460        0.04202918        0.01060135        0.00346502        0.00001331        0.00000573
       -8.03745309        0.05647058        0.04230693        0.01065119        0.00349323        0.00001343        0.00000581
       -8.03445309        0.05682626        0.04258406        0.01070129        0.00352148        0.00001355        0.00000589
       -8.03145309        0.05718164        0.04286056        0.01075166        0.00354978        0.00001367        0.00000596
       -8.02845309        0.05753671        0.04313644        0.01080230        0.00357813        0.00001379        0.00000604
       -8.02545309        0.05789148        0.04341170        0.01085321        0.00360653        0.00001392        0.00000612
       -8.02245309        0.05824594        0.04368633        0.01090439        0.00363499        0.00001404        0.00000619
       -8.01945309        0.05860010        0.04396033        0.01095584        0.00366349        0.00001417        0.00000627
       -8.01645309        0.05895395        0.04423371        0.01100756        0.00369205        0.00001430        0.00000635
       -8.01345309        0.05931344        0.04451018        0.01106109        0.00372132        0.00001443        0.00000642
       -8.01045309        0.05967275        0.04478609        0.01111494        0.00375065        0.00001456        0.00000650
       -8.00745309        0.06003175        0.04506138        0.01116907        0.00378003        0.00001470        0.00000657
       -8.00445309        0.06039044        0.04533602        0.01122348        0.00380946        0.00001484        0.00000665
       -8.00145309        0.06074883        0.04561003        0.01127816        0.00383894        0.00001497        0.00000672
       -7.99845309        0.06110692        0.04588341        0.01133313        0.00386847        0.00001511        0.00000680
       -7.99545309        0.06146470        0.04615615        0.01138838        0.00389804        0.00001526        0.00000687
       -7.99245309        0.06182217        0.04642826        0.01144390        0.00392767        0.00001540        0.00000694
       -7.98945309        0.06217933        0.04669973        0.01149971        0.00395734        0.00001554        0.00000702
       -7.98645309        0.06253620        0.04697056        0.01155579        0.00398706        0.00001569        0.00000709
       -7.98345309        0.06289275        0.04724077        0.01161215        0.00401683        0.00001584        0.00000716
       -7.98045309        0.06324900        0.04751033        0.01166879        0.00404665        0.00001599        0.00000724
       -7.97745309        0.06360494        0.04777927        0.01172571        0.00407652        0.00001614        0.00000731
       -7.97445309        0.06396058        0.04804756        0.01178291        0.00410643        0.00001629        0.00000738
       -7.97145309        0.06431591        0.04831523        0.01184039        0.00413640        0.00001644        0.00000745
       -7.96845309        0.06467094        0.04858225        0.01189815        0.00416641        0.00001660        0.00000752
       -7.96545309        0.06502566        0.04884865        0.01195619        0.00419647        0.00001675        0.00000759
       -7.96245309        0.06538007        0.04911440        0.01201451        0.00422658        0.00001691        0.00000766
       -7.95945309        0.06573418        0.04937953        0.01207311        0.00425674        0.00001707        0.00000773
       -7.95645309        0.06608798        0.04964401        0.01213198        0.00428695        0.00001723        0.00000780
       -7.95345309        0.06644148        0.04990787        0.01219114        0.00431721        0.00001740        0.00000787
       -7.95045309        0.06679467        0.05017109        0.01225057        0.00434751        0.00001756        0.00000794
       -7.94745309        0.06714755        0.05043367        0.01231029        0.00437786        0.00001772        0.00000801
       -7.94445309        0.06750013        0.05069562        0.01237028        0.00440827        0.00001789        0.00000807
       -7.94145309        0.06785240        0.05095693        0.01243055        0.00443872        0.00001806        0.00000814
       -7.93845309        0.06820437        0.05121761        0.01249111        0.00446922        0.00001823        0.00000821
       -7.93545309        0.06855604        0.05147766        0.01255194        0.00449976        0.00001840        0.00000827
       -7.93245309        0.06257546        0.04630620        0.01187368        0.00437039        0.00001783        0.00000736
       -7.92945309        0.06280004        0.04645924        0.01191656        0.00439885        0.00001798        0.00000741
       -7.92645309        0.06302239        0.04661041        0.01195913        0.00442727        0.00001812        0.00000746
       -7.92345309        0.06324434        0.04676103        0.01200177        0.00445575        0.00001827        0.00000751
       -7.92045309        0.06346588        0.04691108        0.01204451        0.00448430        0.00001843        0.00000757
       -7.91745309        0.06368700        0.04706058        0.01208732        0.00451291        0.00001858        0.00000762
       -7.91445309        0.06390773        0.04720952        0.01213022        0.00454159        0.00001874        0.00000767
       -7.91145309        0.06412805        0.04735790        0.01217320        0.00457033        0.00001889        0.00000772
       -7.90845309        0.06434796        0.04750573        0.01221627        0.00459914        0.00001905        0.00000777
       -7.90545309        0.06456747        0.04765299        0.01225943        0.00462802        0.00001921        0.00000782
       -7.90245309        0.06478656        0.04779969        0.01230266        0.00465697        0.00001937        0.00000787
       -7.89945309        0.06500525        0.04794584        0.01234598        0.00468598        0.00001953        0.00000792
       -7.89645309        0.06522353        0.04809142        0.01238939        0.00471505        0.00001970        0.00000797
       -7.89345309        0.06544140        0.04823645        0.01243287        0.00474420        0.00001986        0.00000802
       -7.89045309        0.06576769        0.04847875        0.01248077        0.00478002        0.00002003        0.00000811
       -7.88745309        0.06615978        0.04877991        0.01253153        0.00481992        0.00002020        0.00000823
       -7.88445309        0.06655138        0.04908029        0.01258254        0.00485984        0.00002037        0.00000834
       -7.88145309        0.06694249        0.04937988        0.01263381        0.00489980        0.00002055        0.00000845
       -7.87845309        0.06733311        0.04967868        0.01268534        0.00493979        0.00002072        0.00000857
       -7.87545309        0.06772323        0.04997670        0.01273712        0.00497982        0.00002090        0.00000868
       -7.87245309        0.06811289        0.05027395        0.01278917        0.00501988        0.00002109        0.00000879
       -7.86945309        0.06850479        0.05057217        0.01284217        0.00506027        0.00002127        0.00000891
       -7.86645309        0.06890024        0.05087217        0.01289647        0.00510112        0.00002146        0.00000902
       -7.86345309        0.06929521        0.05117138        0.01295104        0.00514199        0.00002165        0.00000913
       -7.86045309        0.06968969        0.05146980        0.01300589        0.00518290        0.00002184        0.00000924
       -7.85745309        0.07008368        0.05176743        0.01306101        0.00522384        0.00002204        0.00000935
       -7.85445309        0.07047719        0.05206426        0.01311641        0.00526481        0.00002224        0.00000947
       -7.85145309        0.07087021        0.05236030        0.01317208        0.00530581        0.00002244        0.00000958
       -7.84845309        0.07126275        0.05265555        0.01322803        0.00534684        0.00002264        0.00000968
       -7.84545309        0.07165481        0.05295001        0.01328425        0.00538790        0.00002285        0.00000979
       -7.84245309        0.07204638        0.05324367        0.01334075        0.00542900        0.00002305        0.00000990
       -7.83945309        0.07243746        0.05353654        0.01339752        0.00547012        0.00002326        0.00001001
       -7.83645309        0.07282806        0.05382862        0.01345457        0.00551128        0.00002348        0.00001012
       -7.83345309        0.07321818        0.05411991        0.01351189        0.00555246        0.00002369        0.00001023
       -7.83045309        0.07360781        0.05441040        0.01356949        0.00559368        0.00002391        0.00001033
       -7.82745309        0.07399696        0.05470010        0.01362736        0.00563492        0.00002413        0.00001044
       -7.82445309        0.07438562        0.05498901        0.01368551        0.00567620        0.00002435        0.00001054
       -7.82145309        0.07477379        0.05527713        0.01374393        0.00571751        0.00002457        0.00001065
       -7.81845309        0.07516148        0.05556445        0.01380263        0.00575885        0.00002480        0.00001075
       -7.81545309        0.07554869        0.05585098        0.01386160        0.00580022        0.00002503        0.00001086
       -7.81245309        0.07593580        0.05613691        0.01392096        0.00584171        0.00002526        0.00001096
       -7.80945309        0.07632217        0.05642193        0.01398052        0.00588316        0.00002549        0.00001106
       -7.80645309        0.07670804        0.05670615        0.01404035        0.00592464        0.00002573        0.00001117
       -7.80345309        0.07709344        0.05698959        0.01410046        0.00596615        0.00002597        0.00001127
       -7.80045309        0.07747835        0.05727223        0.01416084        0.00600769        0.00002621        0.00001137
       -7.79745309        0.07786278        0.05755408        0.01422150        0.00604927        0.00002645        0.00001147
       -7.79445309        0.07824672        0.05783514        0.01428243        0.00609087        0.00002670        0.00001157
       -7.79145309        0.07863017        0.05811541        0.01434364        0.00613251        0.00002694        0.00001167
       -7.78845309        0.07901315        0.05839488        0.01440512        0.00617417        0.00002719        0.00001177
       -7.78545309        0.07939564        0.05867357        0.01446688        0.00621587        0.00002745        0.00001187
       -7.78245309        0.07977764        0.05895146        0.01452891        0.00625760        0.00002770        0.00001197
       -7.77945309        0.08015916        0.05922856        0.01459122        0.00629936        0.00002796        0.00001207
       -7.77645309        0.08054020        0.05950486        0.01465380        0.00634115        0.00002822        0.00001217
       -7.77345309        0.08092075        0.05978038        0.01471666        0.00638297        0.00002848        0.00001227
       -7.77045309        0.08130082        0.06005510        0.01477979        0.00642482        0.00002874        0.00001236
       -7.76745309        0.08168133        0.06032970        0.01484340        0.00646676        0.00002901        0.00001246
       -7.76445309        0.08206407        0.06060549        0.01490784        0.00650891        0.00002928        0.00001256
       -7.76145309        0.08244615        0.06088036        0.01497247        0.00655112        0.00002955        0.00001265
       -7.75845309        0.07609615        0.05536382        0.01434541        0.00634716        0.00002850        0.00001125
       -7.75545309        0.07634468        0.05552579        0.01439279        0.00638605        0.00002873        0.00001132
       -7.75245309        0.07659259        0.05568698        0.01444021        0.00642504        0.00002896        0.00001140
       -7.74945309        0.07698902        0.05597952        0.01449194        0.00647682        0.00002920        0.00001154
       -7.74645309        0.07740541        0.05628940        0.01454447        0.00653041        0.00002944        0.00001169
       -7.74345309        0.07782108        0.05659829        0.01459722        0.00658404        0.00002969        0.00001184
       -7.74045309        0.07823854        0.05690730        0.01465093        0.00663838        0.00002994        0.00001199
       -7.73745309        0.07865324        0.05721449        0.01470426        0.00669216        0.00003019        0.00001214
       -7.73445309        0.07906721        0.05752068        0.01475781        0.00674598        0.00003045        0.00001229
       -7.73145309        0.07948046        0.05782588        0.01481158        0.00679985        0.00003071        0.00001244
       -7.72845309        0.07989299        0.05813009        0.01486558        0.00685376        0.00003097        0.00001259
       -7.72545309        0.08030480        0.05843331        0.01491980        0.00690772        0.00003124        0.00001273
       -7.72245309        0.08071588        0.05873553        0.01497424        0.00696172        0.00003151        0.00001288
       -7.71945309        0.08112625        0.05903676        0.01502891        0.00701576        0.00003178        0.00001303
       -7.71645309        0.08154501        0.05934295        0.01508607        0.00707076        0.00003206        0.00001317
       -7.71345309        0.08196327        0.05964827        0.01514352        0.00712581        0.00003234        0.00001332
       -7.71045309        0.08238081        0.05995260        0.01520122        0.00718090        0.00003263        0.00001346
       -7.70745309        0.08279764        0.06025593        0.01525917        0.00723601        0.00003291        0.00001361
       -7.70445309        0.08321375        0.06055826        0.01531737        0.00729116        0.00003321        0.00001375
       -7.70145309        0.08362915        0.06085960        0.01537582        0.00734634        0.00003350        0.00001390
       -7.69845309        0.08404384        0.06115993        0.01543451        0.00740156        0.00003380        0.00001404
       -7.69545309        0.08445781        0.06145927        0.01549345        0.00745680        0.00003410        0.00001418
       -7.69245309        0.08487107        0.06175761        0.01555265        0.00751208        0.00003441        0.00001432
       -7.68945309        0.08528361        0.06205495        0.01561209        0.00756739        0.00003471        0.00001446
       -7.68645309        0.08569544        0.06235129        0.01567178        0.00762274        0.00003502        0.00001460
       -7.68345309        0.08610655        0.06264664        0.01573172        0.00767811        0.00003534        0.00001474
       -7.68045309        0.08651695        0.06294099        0.01579191        0.00773352        0.00003566        0.00001488
       -7.67745309        0.08692664        0.06323434        0.01585234        0.00778896        0.00003598        0.00001502
       -7.67445309        0.08733561        0.06352669        0.01591303        0.00784443        0.00003630        0.00001516
       -7.67145309        0.08774387        0.06381804        0.01597396        0.00789994        0.00003663        0.00001530
       -7.66845309        0.08815141        0.06410840        0.01603514        0.00795547        0.00003696        0.00001543
       -7.66545309        0.08855824        0.06439776        0.01609657        0.00801104        0.00003730        0.00001557
       -7.66245309        0.08896436        0.06468612        0.01615825        0.00806664        0.00003764        0.00001571
       -7.65945309        0.08936976        0.06497348        0.01622018        0.00812228        0.00003798        0.00001584
       -7.65645309        0.08979444        0.06526883        0.01628817        0.00818309        0.00003837        0.00001598
       -7.65345309        0.09020047        0.06555549        0.01635113        0.00823901        0.00003872        0.00001612
       -7.65045309        0.09060581        0.06584116        0.01641435        0.00829498        0.00003907        0.00001625
       -7.64745309        0.09101045        0.06612584        0.01647782        0.00835098        0.00003943        0.00001638
       -7.64445309        0.09141439        0.06640954        0.01654154        0.00840701        0.00003979        0.00001651
       -7.64145309        0.09181764        0.06669225        0.01660551        0.00846309        0.00004015        0.00001665
       -7.63845309        0.09222019        0.06697397        0.01666974        0.00851919        0.00004052        0.00001678
       -7.63545309        0.09262205        0.06725471        0.01673421        0.00857534        0.00004089        0.00001691
       -7.63245309        0.09302321        0.06753446        0.01679894        0.00863152        0.00004126        0.00001704
       -7.62945309        0.09347997        0.06786208        0.01686499        0.00869406        0.00004164        0.00001720
       -7.62645309        0.09402398        0.06826497        0.01693308        0.00876649        0.00004202        0.00001741
       -7.62345309        0.09456714        0.06866665        0.01700157        0.00883890        0.00004241        0.00001762
       -7.62045309        0.09510945        0.06906711        0.01707044        0.00891128        0.00004280        0.00001782
       -7.61745309        0.09565093        0.06946636        0.01713971        0.00898363        0.00004320        0.00001803
       -7.61445309        0.09619156        0.06986439        0.01720936        0.00905596        0.00004360        0.00001824
       -7.61145309        0.09673135        0.07026121        0.01727942        0.00912827        0.00004401        0.00001844
       -7.60845309        0.09727032        0.07065682        0.01734987        0.00920056        0.00004442        0.00001864
       -7.60545309        0.09780843        0.07105122        0.01742070        0.00927282        0.00004484        0.00001885
       -7.60245309        0.09834571        0.07144440        0.01749193        0.00934506        0.00004526        0.00001905
       -7.59945309        0.09163792        0.06562966        0.01691222        0.00903541        0.00004356        0.00001708
       -7.59645309        0.09204716        0.06591323        0.01697002        0.00910274        0.00004392        0.00001725
       -7.59345309        0.09245546        0.06619558        0.01702800        0.00917018        0.00004428        0.00001742
       -7.59045309        0.09286281        0.06647671        0.01708615        0.00923771        0.00004465        0.00001759
       -7.58745309        0.09326922        0.06675662        0.01714448        0.00930535        0.00004502        0.00001775
       -7.58445309        0.09367470        0.06703530        0.01720299        0.00937309        0.00004540        0.00001792
       -7.58145309        0.09407923        0.06731277        0.01726167        0.00944092        0.00004578        0.00001808
       -7.57845309        0.09448282        0.06758901        0.01732053        0.00950886        0.00004617        0.00001825
       -7.57545309        0.09488547        0.06786402        0.01737957        0.00957690        0.00004656        0.00001841
       -7.57245309        0.09541554        0.06819553        0.01747597        0.00967818        0.00004724        0.00001861
       -7.56945309        0.09582220        0.06847186        0.01753687        0.00974704        0.00004765        0.00001878
       -7.56645309        0.09623054        0.06874871        0.01759857        0.00981626        0.00004805        0.00001894
       -7.56345309        0.09664793        0.06903099        0.01766285        0.00988652        0.00004847        0.00001910
       -7.56045309        0.09706435        0.06931205        0.01772731        0.00995684        0.00004888        0.00001927
       -7.55745309        0.09747980        0.06959188        0.01779195        0.01002724        0.00004931        0.00001943
       -7.55445309        0.09789433        0.06987049        0.01785679        0.01009773        0.00004973        0.00001959
       -7.55145309        0.09830791        0.07014788        0.01792182        0.01016830        0.00005016        0.00001975
       -7.54845309        0.09872052        0.07042404        0.01798703        0.01023894        0.00005059        0.00001991
       -7.54545309        0.09913217        0.07069897        0.01805243        0.01030966        0.00005103        0.00002007
       -7.54245309        0.09954284        0.07097267        0.01811801        0.01038045        0.00005148        0.00002023
       -7.53945309        0.09995254        0.07124514        0.01818378        0.01045131        0.00005192        0.00002039
       -7.53645309        0.10036128        0.07151638        0.01824973        0.01052225        0.00005237        0.00002054
       -7.53345309        0.10076904        0.07178639        0.01831587        0.01059325        0.00005283        0.00002070
       -7.53045309        0.10121819        0.07209105        0.01838272        0.01067025        0.00005329        0.00002088
       -7.52745309        0.10174576        0.07246169        0.01845084        0.01075836        0.00005376        0.00002112
       -7.52445309        0.10227216        0.07283085        0.01851925        0.01084648        0.00005423        0.00002135
       -7.52145309        0.10279737        0.07319852        0.01858796        0.01093460        0.00005471        0.00002158
       -7.51845309        0.10332140        0.07356472        0.01865696        0.01102271        0.00005519        0.00002181
       -7.51545309        0.10384425        0.07392943        0.01872627        0.01111082        0.00005568        0.00002204
       -7.51245309        0.10436592        0.07429266        0.01879588        0.01119893        0.00005618        0.00002227
       -7.50945309        0.10488641        0.07465441        0.01886578        0.01128704        0.00005668        0.00002250
       -7.50645309        0.10540571        0.07501468        0.01893598        0.01137514        0.00005719        0.00002272
       -7.50345309        0.10592384        0.07537346        0.01900648        0.01146324        0.00005770        0.00002295
       -7.50045309        0.10644078        0.07573077        0.01907728        0.01155134        0.00005822        0.00002317
       -7.49745309        0.10695655        0.07608659        0.01914838        0.01163944        0.00005874        0.00002340
       -7.49445309        0.10747113        0.07644093        0.01921978        0.01172754        0.00005927        0.00002362
       -7.49145309        0.10831438        0.07694399        0.01938639        0.01189959        0.00006048        0.00002393
       -7.48845309        0.10883349        0.07730001        0.01946008        0.01198824        0.00006102        0.00002415
       -7.48545309        0.10935153        0.07765457        0.01953407        0.01207695        0.00006157        0.00002437
       -7.48245309        0.10986841        0.07800765        0.01960834        0.01216571        0.00006212        0.00002459
       -7.47945309        0.11038406        0.07835922        0.01968287        0.01225447        0.00006268        0.00002481
       -7.47645309        0.11089848        0.07870929        0.01975766        0.01234326        0.00006325        0.00002502
       -7.47345309        0.11141168        0.07905785        0.01983272        0.01243205        0.00006383        0.00002524
       -7.47045309        0.11192366        0.07940490        0.01990803        0.01252086        0.00006441        0.00002545
       -7.46745309        0.11243440        0.07975045        0.01998361        0.01260968        0.00006499        0.00002567
       -7.46445309        0.11294392        0.08009449        0.02005945        0.01269851        0.00006558        0.00002588
       -7.46145309        0.10656930        0.07460314        0.01959633        0.01228289        0.00006345        0.00002348
       -7.45845309        0.10694425        0.07483452        0.01965810        0.01236401        0.00006396        0.00002365
       -7.45545309        0.10731802        0.07506454        0.01971999        0.01244519        0.00006448        0.00002382
       -7.45245309        0.10776185        0.07535208        0.01978258        0.01253815        0.00006500        0.00002404
       -7.44945309        0.10823537        0.07566372        0.01984562        0.01263621        0.00006553        0.00002428
       -7.44645309        0.10870744        0.07597373        0.01990887        0.01273425        0.00006607        0.00002452
       -7.44345309        0.10917809        0.07628211        0.01997233        0.01283228        0.00006661        0.00002476
       -7.44045309        0.10964729        0.07658886        0.02003599        0.01293029        0.00006716        0.00002500
       -7.43745309        0.11011507        0.07689398        0.02009986        0.01302828        0.00006771        0.00002524
       -7.43445309        0.11058141        0.07719747        0.02016394        0.01312625        0.00006827        0.00002548
       -7.43145309        0.11104631        0.07749933        0.02022823        0.01322421        0.00006884        0.00002571
       -7.42845309        0.11150978        0.07779956        0.02029272        0.01332215        0.00006941        0.00002595
       -7.42545309        0.11197182        0.07809816        0.02035742        0.01342008        0.00006998        0.00002618
       -7.42245309        0.11245478        0.07841195        0.02042669        0.01351916        0.00007057        0.00002641
       -7.41945309        0.11294090        0.07872746        0.02049704        0.01361858        0.00007117        0.00002665
       -7.41645309        0.11342542        0.07904112        0.02056754        0.01371811        0.00007177        0.00002688
       -7.41345309        0.11390834        0.07935292        0.02063819        0.01381773        0.00007238        0.00002711
       -7.41045309        0.11439009        0.07966302        0.02070910        0.01391762        0.00007300        0.00002734
       -7.40745309        0.11488071        0.07997824        0.02078259        0.01401867        0.00007363        0.00002758
       -7.40445309        0.11537514        0.08029527        0.02085749        0.01412030        0.00007426        0.00002781
       -7.40145309        0.11586781        0.08061035        0.02093252        0.01422200        0.00007490        0.00002804
       -7.39845309        0.11682469        0.08115170        0.02113073        0.01443755        0.00007632        0.00002839
       -7.39545309        0.11738491        0.08152008        0.02120775        0.01455144        0.00007698        0.00002867
       -7.39245309        0.11794301        0.08188622        0.02128490        0.01466531        0.00007764        0.00002895
       -7.38945309        0.11849902        0.08225012        0.02136218        0.01477919        0.00007831        0.00002922
       -7.38645309        0.11905292        0.08261178        0.02143960        0.01489305        0.00007899        0.00002949
       -7.38345309        0.11960472        0.08297121        0.02151715        0.01500692        0.00007968        0.00002977
       -7.38045309        0.12015441        0.08332841        0.02159483        0.01512077        0.00008037        0.00003004
       -7.37745309        0.12070201        0.08368336        0.02167264        0.01523462        0.00008107        0.00003031
       -7.37445309        0.12124750        0.08403608        0.02175059        0.01534847        0.00008178        0.00003058
       -7.37145309        0.12179088        0.08438656        0.02182867        0.01546231        0.00008250        0.00003084
       -7.36845309        0.12233216        0.08473481        0.02190688        0.01557614        0.00008322        0.00003111
       -7.36545309        0.12287134        0.08508082        0.02198522        0.01568997        0.00008396        0.00003138
       -7.36245309        0.12344162        0.08545106        0.02206384        0.01581036        0.00008470        0.00003167
       -7.35945309        0.12402558        0.08583163        0.02214268        0.01593385        0.00008545        0.00003197
       -7.35645309        0.12460709        0.08620968        0.02222168        0.01605725        0.00008621        0.00003227
       -7.35345309        0.12518615        0.08658520        0.02230086        0.01618055        0.00008698        0.00003256
       -7.35045309        0.12576277        0.08695819        0.02238020        0.01630375        0.00008776        0.00003286
       -7.34745309        0.12633693        0.08732866        0.02245972        0.01642685        0.00008854        0.00003315
       -7.34445309        0.12690864        0.08769660        0.02253940        0.01654986        0.00008934        0.00003345
       -7.34145309        0.12179206        0.08332374        0.02222445        0.01612547        0.00008726        0.00003114
       -7.33845309        0.12228419        0.08362494        0.02229343        0.01624643        0.00008798        0.00003141
       -7.33545309        0.12277476        0.08392384        0.02236278        0.01636774        0.00008870        0.00003169
       -7.33245309        0.12327044        0.08422534        0.02243272        0.01649097        0.00008945        0.00003197
       -7.32945309        0.12377780        0.08453535        0.02250278        0.01661721        0.00009020        0.00003226
       -7.32645309        0.12428337        0.08484340        0.02257292        0.01674355        0.00009096        0.00003255
       -7.32345309        0.12478622        0.08514874        0.02264313        0.01686978        0.00009173        0.00003284
       -7.32045309        0.12530773        0.08546808        0.02271348        0.01700052        0.00009251        0.00003314
       -7.31745309        0.12585091        0.08580384        0.02278402        0.01713629        0.00009329        0.00003346
       -7.31445309        0.12639160        0.08613715        0.02285469        0.01727189        0.00009409        0.00003378
       -7.31145309        0.12692993        0.08646803        0.02292552        0.01740739        0.00009489        0.00003410
       -7.30845309        0.12746590        0.08679648        0.02299649        0.01754282        0.00009570        0.00003442
       -7.30545309        0.12799952        0.08712249        0.02306762        0.01767815        0.00009652        0.00003473
       -7.30245309        0.12853078        0.08744607        0.02313891        0.01781340        0.00009735        0.00003504
       -7.29945309        0.12906069        0.08776744        0.02321049        0.01794921        0.00009820        0.00003536
       -7.29645309        0.12958861        0.08808644        0.02328227        0.01808518        0.00009906        0.00003567
       -7.29345309        0.13011417        0.08840299        0.02335418        0.01822109        0.00009993        0.00003598
       -7.29045309        0.13063736        0.08871709        0.02342624        0.01835693        0.00010081        0.00003629
       -7.28745309        0.13175108        0.08930787        0.02366610        0.01863780        0.00010261        0.00003671
       -7.28445309        0.13228647        0.08962794        0.02374286        0.01877516        0.00010351        0.00003701
       -7.28145309        0.13281871        0.08994538        0.02381957        0.01891204        0.00010441        0.00003732
       -7.27845309        0.13334808        0.09026023        0.02389628        0.01904863        0.00010532        0.00003762
       -7.27545309        0.13387456        0.09057249        0.02397297        0.01918493        0.00010624        0.00003792
       -7.27245309        0.13439817        0.09088216        0.02404966        0.01932095        0.00010717        0.00003822
       -7.26945309        0.13491890        0.09118925        0.02412633        0.01945669        0.00010810        0.00003852
       -7.26645309        0.13544826        0.09149785        0.02420595        0.01959655        0.00010908        0.00003883
       -7.26345309        0.13597718        0.09180474        0.02428619        0.01973704        0.00011008        0.00003913
       -7.26045309        0.13650299        0.09210895        0.02436637        0.01987716        0.00011109        0.00003943
       -7.25745309        0.13702569        0.09241049        0.02444649        0.02001689        0.00011210        0.00003973
       -7.25445309        0.13754812        0.09270996        0.02452697        0.02015803        0.00011314        0.00004003
       -7.25145309        0.13809494        0.09302616        0.02461232        0.02030190        0.00011423        0.00004033
       -7.24845309        0.13865959        0.09335548        0.02470142        0.02044673        0.00011533        0.00004064
       -7.24545309        0.13922590        0.09368518        0.02479146        0.02059187        0.00011644        0.00004095
       -7.24245309        0.13512228        0.09020184        0.02459062        0.02017633        0.00011470        0.00003879
       -7.23945309        0.13561426        0.09047114        0.02467537        0.02031297        0.00011571        0.00003906
       -7.23645309        0.13609947        0.09073683        0.02475950        0.02044712        0.00011670        0.00003932
       -7.23345309        0.13658112        0.09099943        0.02484335        0.02058107        0.00011768        0.00003958
       -7.23045309        0.13705919        0.09125894        0.02492691        0.02071481        0.00011868        0.00003984
       -7.22745309        0.13753368        0.09151535        0.02501020        0.02084836        0.00011968        0.00004010
       -7.22445309        0.13802785        0.09178592        0.02509321        0.02098765        0.00012068        0.00004038
