 
1.5300000000000002 -6.142128129065528e-62 -2.5689752365853492e-61 -9.81495396996504e-61 -3.6437455961023423e-60 -1.333878155157665e-59
1.6300000000000003 -3.125702995996808e-60 -1.3073406195546266e-59 -4.994788513823782e-59 -1.8542867043902044e-58 -6.788049448433186e-58
1.7300000000000002 -1.4682531215677818e-58 -6.141040745303746e-58 -2.3462286200528482e-57 -8.710239730036407e-57 -3.1885866330815637e-56
1.8300000000000003 -7.635790088745592e-57 -3.193706682367059e-56 -1.2201785223382362e-55 -4.529843064811076e-55 -1.658254823527556e-54
1.9300000000000002 -4.269788338337756e-55 -1.7858599293530892e-54 -6.823005824962262e-54 -2.533001937957691e-53 -9.272645037644568e-53
2.0300000000000002 -2.0785731854156368e-53 -8.69373436788834e-53 -3.3215035097553173e-52 -1.2330892048139156e-51 -4.5140109546106165e-51
2.1300000000000003 -1.0248172819112964e-51 -4.2863485813594776e-51 -1.637630189117258e-50 -6.079608531940499e-50 -2.2255826590473706e-49
2.2300000000000004 -4.940522970888654e-50 -2.0663979814965277e-49 -7.894821554985152e-49 -2.930907405273686e-48 -1.072927090976467e-47
2.33 -2.194900827548481e-48 -9.180280440666476e-48 -3.507391923180899e-47 -1.3020992164613081e-46 -4.766638215751098e-46
2.43 -4.838174323398036e-47 -2.023590157339112e-46 -7.731271195419244e-46 -2.8701902685216554e-45 -1.0507001653524843e-44
2.5300000000000002 -8.915021376302652e-47 -3.7287514470713375e-46 -1.4245962085290763e-45 -5.288732047991836e-45 -1.936063855513012e-44
2.6300000000000003 -8.75976849532539e-47 -3.663816167595189e-46 -1.3997872197148288e-45 -5.196630094164771e-45 -1.9023477847784013e-44
2.7300000000000004 -8.580623868582931e-47 -3.588888048188066e-46 -1.3711603948017708e-45 -5.0903546419043033e-45 -1.8634431739978266e-44
2.83 -8.527338537018485e-47 -3.566601196727742e-46 -1.3626455435060809e-45 -5.058743742856716e-45 -1.8518712663022183e-44
2.9300000000000006 -8.634471673139921e-47 -3.6114101567380854e-46 -1.379765127754326e-45 -5.122299221468767e-45 -1.8751372332379556e-44
3.0300000000000002 -8.925440358795538e-47 -3.733109237637095e-46 -1.4262611336402496e-45 -5.2949129873627654e-45 -1.9383265326917238e-44
3.1300000000000003 -9.482994956412992e-47 -3.9663091846628466e-46 -1.5153568443835905e-45 -5.625675724147965e-45 -2.0594099556424997e-44
3.2300000000000004 -1.047771920351513e-46 -4.382357483288155e-46 -1.6743110780459366e-45 -6.215784236792469e-45 -2.2754329554455476e-44
3.33 -1.2615236281783148e-46 -5.276384492569098e-46 -2.0158805030459778e-45 -7.483841215883442e-45 -2.739634821161355e-44
3.4300000000000006 -1.6404336534629166e-46 -6.861194270866833e-46 -2.621368434717057e-45 -9.731680575365927e-45 -3.56250890466612e-44
3.5300000000000002 -1.451983169723889e-46 -6.0729908731599094e-46 -2.320229678792452e-45 -8.613720145725804e-45 -3.153253385558915e-44
3.6300000000000003 -9.34480524867895e-47 -3.9085106611446255e-46 -1.4932745043211158e-45 -5.543696298059494e-45 -2.029399472542724e-44
3.7300000000000004 -6.415329629314874e-47 -2.683243104983792e-46 -1.0251522548986267e-45 -3.805819187285044e-45 -1.393208977550371e-44
3.8300000000000005 -5.438559228002615e-47 -2.274704090480613e-46 -8.690669970425245e-46 -3.226361583438852e-45 -1.1810849916065646e-44
3.9300000000000006 -1.4680539085994732e-47 -6.140207527286044e-47 -2.3459102831388094e-46 -8.709057922427256e-46 -3.1881540048116604e-45
4.03 -1.4410184888774043e-47 -6.027130557354387e-47 -2.3027084165292473e-46 -8.548673460427953e-46 -3.1294415275968375e-45
4.130000000000001 -1.4172893957738863e-47 -5.927882460784901e-47 -2.264789970077777e-46 -8.407903393964659e-46 -3.0779093578547266e-45
4.23 -1.3973929680944497e-47 -5.844664675465314e-47 -2.2329960189036943e-46 -8.289870166373667e-46 -3.034700538876095e-45
4.33 -1.3818296428235892e-47 -5.779570303645666e-47 -2.208126247719666e-46 -8.197542561470762e-46 -3.000901863296173e-45
4.430000000000001 -1.3693242053826998e-47 -5.727265697761126e-47 -2.1881428982555085e-46 -8.123355518079493e-46 -2.973743963831113e-45
4.53 -1.3690137049648077e-47 -5.725967014523367e-47 -2.1876467270188947e-46 -8.121513510705926e-46 -2.9730696540220376e-45
4.630000000000001 -1.3512874075534073e-47 -5.651825905563514e-47 -2.1593205850865116e-46 -8.016354326835548e-46 -2.934573679349971e-45
4.73 -1.3328435846651863e-47 -5.57468371107956e-47 -2.129847856925497e-46 -7.906938507086912e-46 -2.894519463724372e-45
4.83 -1.314357025453515e-47 -5.497362769825118e-47 -2.100306837280033e-46 -7.797269159103259e-46 -2.8543724381685373e-45
4.930000000000001 -1.2957263556919397e-47 -5.419439079122548e-47 -2.0705355328889442e-46 -7.686744892156056e-46 -2.8139124495640505e-45
5.03 -1.2779682327431367e-47 -5.345164858290465e-47 -2.0421585346119683e-46 -7.581396907011355e-46 -2.775347359777105e-45
5.130000000000001 -1.2617587041563468e-47 -5.277367709385109e-47 -2.0162561480757137e-46 -7.48523577659868e-46 -2.7401453326735023e-45
5.23 -1.2483411899741857e-47 -5.221248297763988e-47 -1.9948153247451242e-46 -7.405637944732433e-46 -2.7110066877478723e-45
5.33 -1.2103108253305103e-47 -5.062184431047203e-47 -1.9340438347020737e-46 -7.180027259353152e-46 -2.6284166284639768e-45
5.430000000000001 1.522687264435512e-48 6.368714219567825e-48 2.4332129022779333e-47 9.033163909057285e-47 3.3068005689361628e-46
5.53 0.0 0.0 0.0 0.0 0.0
